[11:08:42] student1 | www.baidu.com | HTTPS | ALLOWED
[23:56:58] harman(user) | signaler-pa.clients6.google.com | HTTPS | ALLOWED
[23:56:58] harman(user) | signaler-pa.clients6.google.com | HTTPS | ALLOWED
[23:56:58] harman(user) | signaler-pa.clients6.google.com | HTTPS | ALLOWED
[23:56:58] harman(user) | signaler-pa.clients6.google.com | HTTPS | ALLOWED
[23:56:59] harman(user) | www.baidu.com | HTTPS | ALLOWED
[23:56:59] harman(user) | play.google.com | HTTPS | ALLOWED
[23:56:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[23:56:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[23:56:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[23:56:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[23:56:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[23:56:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[23:57:00] harman(user) | pocket.limitlesstcg.com | HTTPS | ALLOWED
[23:57:01] harman(user) | www.facebook.com | HTTPS | BLOCKED
[23:57:01] harman(user) | encrypted-tbn0.gstatic.com | HTTPS | ALLOWED
[23:57:01] harman(user) | lh3.googleusercontent.com | HTTPS | ALLOWED
[23:57:02] harman(user) | ogs.google.com | HTTPS | ALLOWED
[23:57:02] harman(user) | ssl.gstatic.com | HTTPS | ALLOWED
[23:57:02] harman(user) | www.gstatic.com | HTTPS | ALLOWED
[23:57:02] harman(user) | www.facebook.com | HTTPS | BLOCKED
[23:57:02] harman(user) | static.xx.fbcdn.net | HTTPS | ALLOWED
[23:57:02] harman(user) | www.facebook.com | HTTPS | BLOCKED
[23:57:03] harman(user) | www.facebook.com | HTTPS | BLOCKED
[23:57:03] harman(user) | www.facebook.com | HTTPS | BLOCKED
[23:57:04] harman(user) | www.baidu.com | HTTPS | ALLOWED
[23:57:07] harman(user) | clients4.google.com | HTTPS | ALLOWED
[23:57:07] harman(user) | clients4.google.com | HTTPS | ALLOWED
[23:57:08] harman(user) | jiitshelf.vercel.app | HTTPS | ALLOWED
[23:57:09] harman(user) | www.baidu.com | HTTPS | ALLOWED
[23:57:12] harman(user) | www.gstatic.com | HTTPS | ALLOWED
[23:57:12] harman(user) | ssl.gstatic.com | HTTPS | ALLOWED
[23:57:14] harman(user) | www.wps.cn | HTTPS | ALLOWED
[23:57:15] harman(user) | app-measurement.com | HTTPS | ALLOWED
[00:33:08] harman(user) | gateway.icloud.com | HTTPS | ALLOWED
[00:33:11] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:33:11] harman(user) | jiit-shelf.onrender.com | HTTPS | ALLOWED
[00:33:13] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:33:14] harman(user) | www.google.com | HTTPS | ALLOWED
[00:33:14] harman(user) | chatgpt.com | HTTPS | ALLOWED
[00:33:15] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:33:16] harman(user) | pocket.limitlesstcg.com | HTTPS | ALLOWED
[00:33:18] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:33:18] harman(user) | www.facebook.com | HTTPS | BLOCKED
[00:33:19] harman(user) | www.facebook.com | HTTPS | BLOCKED
[00:33:19] harman(user) | static.xx.fbcdn.net | HTTPS | ALLOWED
[00:33:19] harman(user) | www.facebook.com | HTTPS | BLOCKED
[00:33:20] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:33:20] harman(user) | www.facebook.com | HTTPS | BLOCKED
[00:33:20] harman(user) | www.facebook.com | HTTPS | BLOCKED
[00:33:21] harman(user) | www.google.com | HTTPS | ALLOWED
[00:33:21] harman(user) | ogads-pa.clients6.google.com | HTTPS | ALLOWED
[00:33:21] harman(user) | ogads-pa.clients6.google.com | HTTPS | ALLOWED
[00:33:21] harman(user) | web.whatsapp.com | HTTPS | ALLOWED
[00:33:21] harman(user) | static.whatsapp.net | HTTPS | ALLOWED
[00:33:21] harman(user) | web.whatsapp.com | HTTPS | ALLOWED
[00:33:22] harman(user) | play.google.com | HTTPS | ALLOWED
[00:33:22] harman(user) | play.google.com | HTTPS | ALLOWED
[00:33:22] harman(user) | web.whatsapp.com | HTTPS | ALLOWED
[00:33:22] harman(user) | web.whatsapp.com | HTTPS | ALLOWED
[00:33:23] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:33:25] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:33:25] harman(user) | gateway.icloud.com | HTTPS | ALLOWED
[00:33:25] harman(user) | discord.com | HTTPS | ALLOWED
[00:33:25] harman(user) | mail.google.com | HTTPS | ALLOWED
[00:33:25] harman(user) | encrypted-tbn0.gstatic.com | HTTPS | ALLOWED
[00:33:25] harman(user) | encrypted-tbn0.gstatic.com | HTTPS | ALLOWED
[00:33:26] harman(user) | optimizationguide-pa.googleapis.com | HTTPS | ALLOWED
[00:33:26] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:26] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:26] harman(user) | www.googletagmanager.com | HTTPS | ALLOWED
[00:33:26] harman(user) | fonts.googleapis.com | HTTPS | ALLOWED
[00:33:26] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:26] harman(user) | fonts.gstatic.com | HTTPS | ALLOWED
[00:33:27] harman(user) | www.google.com | HTTPS | ALLOWED
[00:33:27] harman(user) | www.gstatic.com | HTTPS | ALLOWED
[00:33:27] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:27] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:27] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:27] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:27] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:27] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:27] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:27] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:27] harman(user) | www.gstatic.com | HTTPS | ALLOWED
[00:33:27] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:27] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:28] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:33:28] harman(user) | beacons.gcp.gvt2.com | HTTPS | ALLOWED
[00:33:29] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:29] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:29] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:33:31] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:31] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:32] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:32] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:32] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:33] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:33:34] harman(user) | clients4.google.com | HTTPS | ALLOWED
[00:33:34] harman(user) | clients4.google.com | HTTPS | ALLOWED
[00:33:35] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:38] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:33:38] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:38] harman(user) | i.ytimg.com | HTTPS | ALLOWED
[00:33:38] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:38] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:38] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | rr1---sn-t0a7lnee.googlevideo.com | HTTPS | ALLOWED
[00:33:39] harman(user) | rr1---sn-t0a7lnee.googlevideo.com | HTTPS | ALLOWED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | rr1---sn-t0a7lnee.googlevideo.com | HTTPS | ALLOWED
[00:33:39] harman(user) | rr1---sn-t0a7lnee.googlevideo.com | HTTPS | ALLOWED
[00:33:39] harman(user) | rr1---sn-t0a7lnee.googlevideo.com | HTTPS | ALLOWED
[00:33:39] harman(user) | rr1---sn-t0a7lnee.googlevideo.com | HTTPS | ALLOWED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | accounts.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:39] harman(user) | static.doubleclick.net | HTTPS | ALLOWED
[00:33:39] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:40] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:40] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:33:41] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:41] harman(user) | beacons.gcp.gvt2.com | HTTPS | ALLOWED
[00:33:41] harman(user) | beacons.gcp.gvt2.com | HTTPS | ALLOWED
[00:33:41] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:43] harman(user) | www.wps.cn | HTTPS | ALLOWED
[00:33:43] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:44] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:45] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:45] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:45] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:33:45] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:33:46] harman(user) | www.facebook.com | HTTPS | BLOCKED
[00:33:47] harman(user) | fast.com | HTTPS | ALLOWED
[00:33:47] harman(user) | fast.com | HTTPS | ALLOWED
[00:33:47] harman(user) | fast.com | HTTPS | ALLOWED
[00:33:47] harman(user) | ichnaea-web.netflix.com | HTTPS | ALLOWED
[00:33:47] harman(user) | api.fast.com | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c003-del002-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c003-del002-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c008-del001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c008-del001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c001-jai001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c002-amd002-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c001-jai001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c002-amd002-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c001-pat001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c001-pat001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c003-del002-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | ipv4-c003-del002-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:49] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:33:50] harman(user) | ipv4-c008-del001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:50] harman(user) | ipv4-c008-del001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:50] harman(user) | ipv4-c003-del002-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:50] harman(user) | ipv4-c008-del001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:50] harman(user) | ipv4-c001-jai001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:50] harman(user) | ipv4-c001-jai001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:50] harman(user) | ipv4-c001-jai001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:50] harman(user) | ipv4-c002-amd002-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:50] harman(user) | ipv4-c001-pat001-jio-isp.1.oca.nflxvideo.net | HTTPS | ALLOWED
[00:33:52] harman(user) | clients4.google.com | HTTPS | ALLOWED
[00:33:53] harman(user) | www.google.com | HTTPS | ALLOWED
[00:33:53] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:33:53] harman(user) | jiit-shelf.onrender.com | HTTPS | ALLOWED
[00:33:54] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:33:55] harman(user) | www.google.com | HTTPS | ALLOWED
[00:33:55] harman(user) | ogads-pa.clients6.google.com | HTTPS | ALLOWED
[00:33:56] harman(user) | play.google.com | HTTPS | ALLOWED
[00:33:58] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:33:59] harman(user) | ogs.google.com | HTTPS | ALLOWED
[00:33:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:59] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:33:59] harman(user) | ogs.google.com | HTTPS | ALLOWED
[00:33:59] harman(user) | www.gstatic.com | HTTPS | ALLOWED
[00:33:59] harman(user) | ssl.gstatic.com | HTTPS | ALLOWED
[00:33:59] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:33:59] harman(user) | web.whatsapp.com | HTTPS | ALLOWED
[00:33:59] harman(user) | web.whatsapp.com | HTTPS | ALLOWED
[00:34:02] harman(user) | www.instagram.com | HTTPS | BLOCKED
[00:34:02] harman(user) | encrypted-tbn0.gstatic.com | HTTPS | ALLOWED
[00:34:03] harman(user) | optimizationguide-pa.googleapis.com | HTTPS | ALLOWED
[00:34:03] harman(user) | www.instagram.com | HTTPS | BLOCKED
[00:34:03] harman(user) | www.instagram.com | HTTPS | BLOCKED
[00:34:03] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:34:04] harman(user) | www.instagram.com | HTTPS | BLOCKED
[00:34:04] harman(user) | www.instagram.com | HTTPS | BLOCKED
[00:34:04] harman(user) | www.instagram.com | HTTPS | BLOCKED
[00:34:04] harman(user) | media.fdel11-1.fna.whatsapp.net | HTTPS | ALLOWED
[00:34:04] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:34:05] harman(user) | www.instagram.com | HTTPS | BLOCKED
[00:34:08] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | fonts.googleapis.com | HTTPS | ALLOWED
[00:34:08] harman(user) | fonts.gstatic.com | HTTPS | ALLOWED
[00:34:08] harman(user) | fonts.gstatic.com | HTTPS | ALLOWED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | www.google.com | HTTPS | ALLOWED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:08] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:10] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:10] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:34:10] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:12] harman(user) | cdn.discordapp.com | HTTPS | ALLOWED
[00:34:12] harman(user) | discord.com | HTTPS | ALLOWED
[00:34:13] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:34:14] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:34:18] harman(user) | media.discordapp.net | HTTPS | ALLOWED
[00:34:18] harman(user) | discord.com | HTTPS | ALLOWED
[00:34:18] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:34:18] harman(user) | cdn.discordapp.com | HTTPS | ALLOWED
[00:34:20] harman(user) | discord.com | HTTPS | ALLOWED
[00:34:20] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:34:20] harman(user) | api.whatsapp.net | HTTPS | ALLOWED
[00:34:23] harman(user) | www.wps.cn | HTTPS | ALLOWED
[00:34:23] harman(user) | beacons.gcp.gvt2.com | HTTPS | ALLOWED
[00:34:25] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:34:26] harman(user) | discord.com | HTTPS | ALLOWED
[00:34:26] harman(user) | music.youtube.com | HTTPS | BLOCKED
[00:34:27] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:27] harman(user) | i.ytimg.com | HTTPS | ALLOWED
[00:34:27] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:27] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:27] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | ssl.gstatic.com | HTTPS | ALLOWED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | rr4---sn-q4flrn7r.googlevideo.com | HTTPS | ALLOWED
[00:34:28] harman(user) | rr4---sn-q4flrn7r.googlevideo.com | HTTPS | ALLOWED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | accounts.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:28] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:29] harman(user) | rr4---sn-q4flrn7r.googlevideo.com | HTTPS | ALLOWED
[00:34:29] harman(user) | rr4---sn-q4flrn7r.googlevideo.com | HTTPS | ALLOWED
[00:34:29] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:29] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:34:29] harman(user) | rr4---sn-q4flrn7r.googlevideo.com | HTTPS | ALLOWED
[00:34:29] harman(user) | rr4---sn-q4flrn7r.googlevideo.com | HTTPS | ALLOWED
[00:34:30] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:31] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:31] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:31] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:33] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:34:35] harman(user) | ssl.gstatic.com | HTTPS | ALLOWED
[00:34:35] harman(user) | ssl.gstatic.com | HTTPS | ALLOWED
[00:34:35] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:34:35] harman(user) | www.google.com | HTTPS | ALLOWED
[00:34:37] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:37] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:38] harman(user) | www.baidu.com | HTTPS | ALLOWED
[00:34:38] harman(user) | www.youtube.com | HTTPS | BLOCKED
[00:34:39] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[00:34:40] harman(user) | optimizationguide-pa.googleapis.com | HTTPS | ALLOWED
[00:34:42] harman(user) | clients4.google.com | HTTPS | ALLOWED
[00:34:42] harman(user) | clients4.google.com | HTTPS | ALLOWED
[00:34:43] harman(user) | www.baidu.com | HTTPS | ALLOWED
[01:03:05] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[01:03:08] harman(user) | jiit-shelf.onrender.com | HTTPS | ALLOWED
[01:03:10] harman(user) | jiitshelf.vercel.app | HTTPS | ALLOWED
[01:03:10] harman(user) | beacons2.gvt2.com | HTTPS | ALLOWED
[01:03:11] harman(user) | www.baidu.com | HTTPS | ALLOWED
[01:03:12] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[01:03:15] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[01:03:18] harman(user) | www.baidu.com | HTTPS | ALLOWED
[01:03:20] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[01:03:25] harman(user) | www.baidu.com | HTTPS | ALLOWED
[01:03:27] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[01:03:29] harman(user) | www.baidu.com | HTTPS | ALLOWED
[01:03:34] harman(user) | music.youtube.com | HTTPS | BLOCKED
[01:03:36] harman(user) | discord.com | HTTPS | ALLOWED
[01:03:38] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[01:03:41] harman(user) | www.baidu.com | HTTPS | ALLOWED
[01:03:50] harman(user) | swallow.apple.com | HTTPS | ALLOWED
[01:03:50] harman(user) | gateway.icloud.com | HTTPS | ALLOWED
[01:03:53] harman(user) | mobile.events.data.microsoft.com | HTTPS | ALLOWED
[01:03:55] harman(user) | www.baidu.com | HTTPS | ALLOWED
[01:03:56] harman(user) | pancake.apple.com | HTTPS | ALLOWED
[01:03:58] harman(user) | www.google.com | HTTPS | ALLOWED
[01:04:04] harman(user) | chatgpt.com | HTTPS | ALLOWED
[01:04:06] harman(user) | itunes.apple.com | HTTPS | ALLOWED
[01:04:10] harman(user) | chatgpt.com | HTTPS | ALLOWED
